,title,link,description,published,city,state_name,county_name,lat,lng
1301,Rib used to create ear for deaf man,http://www.bbc.co.uk/news/uk-scotland-edinburgh-east-fife-22281918#sa-ns_mchannel=rssns_source=PublicRSS20-sa,A piece of rib and a bone conduction implant are used in a pioneering operation to treat an Edinburgh man's hereditary deafness.,"Thu, 25 Apr 2013 07:58:32 GMT",Edinburgh,Indiana,Johnson,39.3509,-85.9625
1302,Shell protesters appear in court,http://www.bbc.co.uk/news/uk-scotland-edinburgh-east-fife-18874910#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Eight Greenpeace supporters, arrested after demonstrations at Shell petrol stations in Edinburgh, appear in court.","Tue, 17 Jul 2012 14:56:44 GMT",Edinburgh,Indiana,Johnson,39.3509,-85.9625
1303,Skye's Storr Lochs Monster fossil unveiled in Edinburgh,http://www.bbc.co.uk/news/uk-scotland-highlands-islands-37255431,The fossilised skeleton of a 170 million-year-old Jurassic predator discovered on the Isle of Skye is unveiled in Edinburgh.,"Mon, 05 Sep 2016 11:21:49 GMT",Edinburgh,Indiana,Johnson,39.3509,-85.9625
1304,Pricing nature 'may help save it',http://www.bbc.co.uk/news/science-environment-25021369#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Putting an economic value on nature could be the best way to protect it, says business leaders and environmentalists meeting at an Edinburgh forum.","Wed, 20 Nov 2013 23:58:25 GMT",Edinburgh,Indiana,Johnson,39.3509,-85.9625
1305,Camera takes 3D pictures with lasers,http://www.bbc.co.uk/news/technology-22079704#sa-ns_mchannel=rssns_source=PublicRSS20-sa,A camera able to take 3D pictures up to one kilometre away has been developed in Edinburgh.,"Tue, 09 Apr 2013 11:43:53 GMT",Edinburgh,Indiana,Johnson,39.3509,-85.9625
1306,Zoo calls halt to penguin parade,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-scotland-edinburgh-east-fife-17222803,The world famous penguin parade at Edinburgh zoo is going to be cancelled for the next three months.,"Thu, 01 Mar 2012 17:21:16 GMT",Edinburgh,Indiana,Johnson,39.3509,-85.9625
1307,Experts unravel 'churkey' mystery,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-scotland-edinburgh-east-fife-12745163,"The ""churkey"" owes its distinctive look to a complex genetic mutation, according to scientists in Edinburgh.","Tue, 15 Mar 2011 22:19:01 GMT",Edinburgh,Indiana,Johnson,39.3509,-85.9625
1308,Scottish telescope comes to Kent,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-england-kent-17513808,A telescope from the Royal Observatory in Edinburgh is to be given to a Kent astronomical society.,"Mon, 26 Mar 2012 15:07:57 GMT",Edinburgh,Indiana,Johnson,39.3509,-85.9625
1309,Scientists invade Edinburgh Fringe,http://www.bbc.co.uk/news/entertainment-arts-23571166#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Scientists swap the lab for the stage in Edinburgh,"Mon, 05 Aug 2013 06:56:50 GMT",Edinburgh,Indiana,Johnson,39.3509,-85.9625
1310,Climate change: What next for saving the planet?,https://www.bbc.co.uk/news/uk-scotland-47746289,Climate scientists from around the world are meeting in Edinburgh to plan future strategy.,"Sun, 31 Mar 2019 23:22:39 GMT",Edinburgh,Indiana,Johnson,39.3509,-85.9625
1311,Climate protest camp targets RBS,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-scotland-edinburgh-east-fife-11020007,Dozens of climate change protesters set up camp close to the Royal Bank of Scotland headquarters in Edinburgh.,"Thu, 19 Aug 2010 09:33:37 GMT",Edinburgh,Indiana,Johnson,39.3509,-85.9625
1312,TEDGlobal welcomes robot cockroaches,http://www.bbc.co.uk/news/technology-22786371#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"The Technology, Entertainment and Design conference opens in Edinburgh this week with suitable off-the-wall technology.","Mon, 10 Jun 2013 11:53:08 GMT",Edinburgh,Indiana,Johnson,39.3509,-85.9625
1433,Oklahoma drought kindles spectre of 1930s 'Dust Bowl',http://www.bbc.co.uk/news/science-environment-27986425#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Oklahoma drought kindles spectre of 1930s crisis,"Wed, 02 Jul 2014 21:49:23 GMT",Oklahoma,Pennsylvania,Clearfield,41.11,-78.7356
1434,Just how bad is an EF5 tornado?,http://www.bbc.co.uk/news/science-environment-22622769#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Oklahoma tornado upgraded to an ""EF5"" - but what does that mean?","Wed, 22 May 2013 14:11:37 GMT",Oklahoma,Pennsylvania,Clearfield,41.11,-78.7356
1435,Fracking 'linked to Oklahoma quake',http://www.bbc.co.uk/news/science-environment-21952428#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Scientists studying a 2011 earthquake in the US state of Oklahoma - the largest ever in the state - say wastewater from hydraulic fracturing was to blame.,"Wed, 27 Mar 2013 11:45:18 GMT",Oklahoma,Pennsylvania,Clearfield,41.11,-78.7356
1436,Rare bog spider found at reserve,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-scotland-tayside-central-14215583,A rare bog sun-jumper spider - with flourescent green legs - is identified by experts at a nature reserve near Stirling.,"Wed, 20 Jul 2011 10:25:26 GMT",Stirling,New Jersey,Morris,40.6782,-74.4936
1437,VIDEO: Pupils learn how to look after bees,http://www.bbc.co.uk/go/rss/int/news/-/news/13871310,Breakfast presenter Bill Turnbull has been keeping bees for ten years and has been to visit Year 6 pupils at Borestone Primary School in Stirling to see their bee conservation project.,"Wed, 22 Jun 2011 09:51:26 GMT",Stirling,New Jersey,Morris,40.6782,-74.4936
1438,Iron Age torcs top Scots treasure trove,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-scotland-14761114,A hoard of gold Iron Age torcs found near Stirling is among the highlights of the sixth annual Scottish Treasure Trove report.,"Fri, 02 Sep 2011 10:14:43 GMT",Stirling,New Jersey,Morris,40.6782,-74.4936
1439,Chimps 'use human-like gestures',http://www.bbc.co.uk/news/uk-scotland-tayside-central-18827752#sa-ns_mchannel=rssns_source=PublicRSS20-sa,A Stirling researcher says she has found that wild chimpanzees use similar gestures to humans to communicate.,"Fri, 13 Jul 2012 12:20:37 GMT",Stirling,New Jersey,Morris,40.6782,-74.4936
1440,North Wales men's 'rare genetics',http://www.bbc.co.uk/go/rss/int/news/-/news/uk-wales-north-east-wales-14173910,"Experts ask men from north east Wales to provide a DNA sample to discover why those from the area carry an ""extraordinary"" genetic make-up.","Tue, 19 Jul 2011 08:49:39 GMT",North Wales,Pennsylvania,Montgomery,40.2111,-75.2745
1441,VIDEO: The house that is heated by sea water,http://www.bbc.co.uk/news/science-environment-27513594#sa-ns_mchannel=rssns_source=PublicRSS20-sa,The National Trust is unveiling a new project on Thursday to suck heat from the sea to warm one of its historic homes in North Wales.,"Thu, 22 May 2014 05:01:33 GMT",North Wales,Pennsylvania,Montgomery,40.2111,-75.2745
1442,UK's rarest lizards return to dunes,http://www.bbc.co.uk/nature/24022952,Rare sand lizards have been released on sand dunes in North Wales in a bid to revive ailing populations.,"Wed, 11 Sep 2013 06:47:55 GMT",North Wales,Pennsylvania,Montgomery,40.2111,-75.2745
1443,VIDEO: Why sheep could be fitted with WiFi,http://www.bbc.co.uk/news/technology-31188251#sa-ns_mchannel=rssns_source=PublicRSS20-sa,A team of researchers in North Wales are planning to connect sheep to the internet.,"Sat, 07 Feb 2015 08:57:30 GMT",North Wales,Pennsylvania,Montgomery,40.2111,-75.2745
1444,VIDEO: Spectacular show from Mount Etna,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-14208862,"Europe's biggest active volcano, Mount Etna, is putting on a spectacular show as it continues to spew lava.","Tue, 19 Jul 2011 21:16:56 GMT",Mount Etna,Indiana,Huntington,40.7411,-85.5619
1445,VIDEO: Fiery spectacle from Mount Etna,http://www.bbc.co.uk/go/rss/int/news/-/news/world-europe-15119785,Plumes of red ash and molten rock shot into the sky over Italy on Wednesday as Mount Etna burst into life for the 15th time this year.,"Thu, 29 Sep 2011 22:14:54 GMT",Mount Etna,Indiana,Huntington,40.7411,-85.5619
1446,Mount Etna is 'sliding towards the sea',http://www.bbc.co.uk/news/science-environment-43522169,"Measurements show the entire bulk of Europe's most active volcano is edging eastwards, Scientists say.","Sat, 24 Mar 2018 02:35:35 GMT",Mount Etna,Indiana,Huntington,40.7411,-85.5619
1447,VIDEO: Mount Etna spews out lava and ash,http://www.bbc.co.uk/go/rss/int/news/-/news/world-europe-14150574,Footage has been released of the Sicilian volcano Mount Etna spewing lava and ash on Wednesday.,"Thu, 14 Jul 2011 11:19:29 GMT",Mount Etna,Indiana,Huntington,40.7411,-85.5619
1448,VIDEO: Footage shows Mount Etna eruption,http://www.bbc.co.uk/go/rss/int/news/-/news/world-europe-13381243,Sicily's Mount Etna spewed lava and sent clouds of ash into the air as it erupted with dramatic effect in the early hours of Thursday.,"Thu, 12 May 2011 16:01:35 GMT",Mount Etna,Indiana,Huntington,40.7411,-85.5619
1449,Innovation nation,http://www.bbc.co.uk/go/rss/int/news/-/news/business-14190215,Gulf states look beyond oil for their future,"Mon, 18 Jul 2011 23:00:50 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805
1450,BP sues for $40bn over Gulf spill,http://www.bbc.co.uk/go/rss/int/news/-/news/world-us-canada-13152270,"BP sues Transocean, the owner of the oil rig that exploded in the Gulf of Mexico last year, for $40bn (£24.37bn) in damages.","Thu, 21 Apr 2011 01:10:22 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805
1451,Whale song,http://www.bbc.co.uk/go/rss/int/news/-/news/world-us-canada-10920352,Scientists track marine mammals to see impact of Gulf spill,"Thu, 12 Aug 2010 22:27:46 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805
1452,Oiled pelican rescued from Gulf slick,http://www.bbc.co.uk/news/science-environment-10711614,BBC environment correspondent David Shukman witnesses the moment an oil-cloaked pelican was rescued.,"Wed, 21 Jul 2010 14:55:13 +0000",Gulf,North Carolina,Chatham,35.5597,-79.2805
1453,Gulf opened to further drilling,http://www.bbc.co.uk/go/rss/int/news/-/news/business-15634488,President Obama has agreed to allow further oil and gas drilling in the Gulf of Mexico and Alaska.,"Tue, 08 Nov 2011 20:27:41 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805
1454,Gulf spill 'devastated' sea life,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-12520630,"The Deepwater Horizon oil spill's effects on sealife will not be fully established for a decade, says a scientist at the AAAS science conference.","Mon, 21 Feb 2011 03:02:10 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805
1455,AUDIO: Picture could 'hardly be worse' after Gulf spill,http://news.bbc.co.uk/go/rss/int/news/-/today/hi/today/newsid_9403000/9403252.stm,"Almost a year since the Gulf of Mexico oil spill, scientists at the AAAS have been discussing the shocking findings of their research into the disaster.","Mon, 21 Feb 2011 08:12:32 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805
1456,Gulf spill evidence 'destroyed',http://www.bbc.co.uk/go/rss/int/news/-/news/world-us-canada-16044836,Oil giant BP accuses services firm Halliburton of destroying evidence relating to the oil well blast that caused America's worst offshore oil spill.,"Tue, 06 Dec 2011 06:23:17 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805
1457,VIDEO: Plans to improve Gulf water technology,http://www.bbc.co.uk/news/business-19769041#sa-ns_mchannel=rssns_source=PublicRSS20-sa,The entire Gulf region is reliant on desalination technology to get most of its water but it's an energy inefficient process.,"Sat, 29 Sep 2012 09:40:35 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805
1458,Plastic warship sails to the Gulf,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-scotland-glasgow-west-13351105,A Royal Navy warship made from plastic rather than metal leaves Faslane on the Clyde for active service in the Gulf.,"Tue, 10 May 2011 23:45:29 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805
1459,Gulf of understanding,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-10851837,Deepwater Horizon may be the biggest accidental oil release in history; but is it the baddest?,"Tue, 3 Aug 2010 16:57:08 +0000",Gulf,North Carolina,Chatham,35.5597,-79.2805
1460,Searching for the Gulf oil's victims,http://www.bbc.co.uk/news/science-environment-10712213,BBC News joins a wildlife search and rescue mission,"Wed, 21 Jul 2010 15:20:49 +0000",Gulf,North Carolina,Chatham,35.5597,-79.2805
1461,Gulf leak may give climate clues,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-12130970,"Almost all methane released by the Deepwater Horizon leak was swallowed by bacteria - which could help understand future climate processes in the Arctic, scientists report.","Thu, 06 Jan 2011 19:11:22 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805
1462,The cap used to slow the Gulf oil leak,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-12127015,"As UK MPs cast doubt on Britain's ability to deal with a deepwater oil leak, David Shukman visits two of the ""top hats"" used by BP in spills such as the Gulf of Mexico leak.","Thu, 06 Jan 2011 17:03:46 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805
1463,BP denies sole blame for Gulf spill,http://www.bbc.co.uk/news/business-21599916#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"A BP executive tells a US court the oil giant was not solely responsible for the 2010 oil spill, on the second day of a trial to determine liability.","Wed, 27 Feb 2013 09:42:49 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805
1464,Illegal trade,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-11086707,Stemming flow of illegal eggs and birds into the Gulf states,"Wed, 25 Aug 2010 23:11:18 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805
1465,Gas fuels breakdown of Gulf oil,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-11312040,"Bacteria breaking down oil from the Gulf of Mexico leak have been fuelled by natural gas in the water, a study suggests.","Fri, 17 Sep 2010 04:29:34 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805
1466,Gulf oil wells 'must be plugged',http://www.bbc.co.uk/go/rss/int/news/-/news/world-us-canada-11320852,"The US says oil companies will soon have to plug 3,500 idle Gulf of Mexico oil wells and dismantle old kit in an effort to prevent future leaks.","Wed, 15 Sep 2010 20:16:38 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805
1467,Blame shared over Gulf oil spill,http://www.bbc.co.uk/go/rss/int/news/-/news/world-us-canada-14919696,"A US federal report finds BP, Transocean and Halliburton responsible for the Deepwater Horizon rig disaster - the worst oil spill in US history.","Wed, 14 Sep 2011 21:24:22 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805
1468,Feeding frenzy,http://www.bbc.co.uk/go/rss/int/news/-/news/business-11709027,Ex-BP boss admits firm was ill-equipped for Gulf oil disaster,"Tue, 09 Nov 2010 00:07:26 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805
1469,BP 'not prepared' for Gulf spill,http://www.bbc.co.uk/go/rss/int/news/-/news/business-11709027,Ex-BP boss admits firm was ill-equipped for Gulf oil disaster,"Tue, 09 Nov 2010 00:07:26 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805
1470,BP cements damaged Gulf oil well,http://www.bbc.co.uk/go/rss/int/news/-/news/world-us-canada-10883784,"BP finishes pumping cement into the top of its damaged Gulf of Mexico oil well as part of its ""static kill"" procedure. ","Thu, 5 Aug 2010 20:50:58 +0000",Gulf,North Carolina,Chatham,35.5597,-79.2805
1471,BP prepares to seal Gulf oil well,http://www.bbc.co.uk/go/rss/int/news/-/news/world-us-canada-10834422,"BP says it plans to plug its oil well in the Gulf of Mexico on Tuesday, after conducting tests to see whether the ""static kill"" will work.","Mon, 2 Aug 2010 17:23:26 +0000",Gulf,North Carolina,Chatham,35.5597,-79.2805
1472,Gulf drilling returns with limits,http://www.bbc.co.uk/go/rss/int/news/-/news/business-15634485,Much has changed since Gulf of Mexico oil drilling re-started,"Wed, 09 Nov 2011 12:12:36 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805
1473,Gulf oil disaster trial delayed,http://www.bbc.co.uk/go/rss/int/news/-/news/business-17171396,"The civil trial over the 2010 Deepwater Horizon oil rig disaster, which was due to start on Monday, is delayed to allow for further talks on a settlement.","Sun, 26 Feb 2012 21:54:42 GMT",Gulf,North Carolina,Chatham,35.5597,-79.2805
1474,BP pumping cement into Gulf well,http://www.bbc.co.uk/go/rss/int/news/-/news/world-us-canada-10883784,"BP starts pumping cement into the top of its damaged Gulf of Mexico oil well as part of its ""static kill"" procedure. ","Thu, 5 Aug 2010 16:19:44 +0000",Gulf,North Carolina,Chatham,35.5597,-79.2805
1475,North Sea cod stocks 'are recovering',http://www.bbc.co.uk/news/science-environment-22820162#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"North Sea cod stocks are on the road to sustainability, according to Marine Stewardship Council research.","Sat, 08 Jun 2013 07:03:04 GMT",North Sea,New York,Suffolk,40.933,-72.4047
1476,VIDEO: Cod stocks in North Sea 'recovering',http://www.bbc.co.uk/news/science-environment-22825127#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"North Sea cod stocks are improving, according to research by the Marine Stewardship Council (MSC).","Sat, 08 Jun 2013 08:08:58 GMT",North Sea,New York,Suffolk,40.933,-72.4047
1477,Shell defends safety after leak,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-scotland-north-east-orkney-shetland-14613453,"Shell says safety is its priority, after calls for North Sea activities to be curbed in the wake of the leak.","Mon, 22 Aug 2011 08:55:27 GMT",North Sea,New York,Suffolk,40.933,-72.4047
1478,Northern lights linked to North Sea whale strandings,http://www.bbc.co.uk/news/science-environment-41110082,Scientists connect the solar storms behind the Aurora Borealis to the deaths of 29 whales in the North Sea.,"Mon, 04 Sep 2017 23:27:19 GMT",North Sea,New York,Suffolk,40.933,-72.4047
1479,Elgin leak poses massive challenge,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-17546580,David Shukman looks at ways to plug the North Sea gas leak,"Fri, 30 Mar 2012 12:16:46 GMT",North Sea,New York,Suffolk,40.933,-72.4047
1480,EU green light for UK carbon project,http://www.bbc.co.uk/news/science-environment-27063796#sa-ns_mchannel=rssns_source=PublicRSS20-sa,A British project to capture CO2 and bury it under the North Sea looks set to receive a 300m-euro boost from the EU.,"Thu, 17 Apr 2014 16:12:16 GMT",North Sea,New York,Suffolk,40.933,-72.4047
1481,Warning over North Sea oil cash,http://www.bbc.co.uk/news/uk-scotland-scotland-politics-20777300#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"The value of North Sea oil to Scotland's economy is becoming more erratic and difficult to predict, according to a think tank report.","Thu, 20 Dec 2012 00:13:08 GMT",North Sea,New York,Suffolk,40.933,-72.4047
1482,AUDIO: Shell 'deeply regret' North Sea oil spill,http://news.bbc.co.uk/go/rss/int/news/-/today/hi/today/newsid_9565000/9565636.stm,"Glen Cayley, technical director of Shell's exploration and production activities in Europe, says the oil company ""deeply regret"" the oil spill in the North Sea.","Tue, 16 Aug 2011 07:43:38 GMT",North Sea,New York,Suffolk,40.933,-72.4047
1483,Life at sea by world's largest offshore wind farm in North Sea,https://www.bbc.co.uk/news/science-environment-58761725?at_medium=RSSat_campaign=KARANGA,Fancy a job with great sea views? Meet the engineers who maintain 174 turbines in the North Sea.,"Sun, 03 Oct 2021 23:01:02 GMT",North Sea,New York,Suffolk,40.933,-72.4047
1484,North Sea gas leak exclusion zone,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-scotland-north-east-orkney-shetland-17505448,Oil workers have been moved from a second platform and drilling rig in the North Sea because of safety concerns.,"Tue, 27 Mar 2012 09:16:24 GMT",North Sea,New York,Suffolk,40.933,-72.4047
1485,Osborne gives North Sea tax break,http://www.bbc.co.uk/news/uk-scotland-scotland-business-19515932#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Chancellor George Osborne's tax allowance to support investment in older North Sea fields could attract a further £2bn of investment, it is claimed.","Fri, 07 Sep 2012 12:36:58 GMT",North Sea,New York,Suffolk,40.933,-72.4047
1486,Earthquake recorded in North Sea,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-scotland-north-east-orkney-shetland-11151963,An earthquake is recorded in the North Sea about 155 miles east of Aberdeen.,"Wed, 01 Sep 2010 11:31:19 GMT",North Sea,New York,Suffolk,40.933,-72.4047
1487,North Sea gets first marine plan,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-england-11643118,"The first marine planning area will cover a swathe of the North Sea off the east coast of England, it is announced.","Thu, 28 Oct 2010 15:23:50 GMT",North Sea,New York,Suffolk,40.933,-72.4047
1488,Gas leak platform flare 'burning',http://www.bbc.co.uk/go/rss/int/news/-/news/uk-scotland-north-east-orkney-shetland-17522086,A flame is still burning above an evacuated North Sea platform from which gas has been leaking for three days.,"Wed, 28 Mar 2012 18:17:46 GMT",North Sea,New York,Suffolk,40.933,-72.4047
1489,Puffin numbers 'weather storm wreck',http://www.bbc.co.uk/news/uk-scotland-22718913#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"North Sea coast puffin populations appear to have weathered spring storms which caused the deaths of thousands of the birds, researchers believe.","Thu, 30 May 2013 23:11:16 GMT",North Sea,New York,Suffolk,40.933,-72.4047
1490,£19bn to dismantle North Sea rigs,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-scotland-11472352,The cost of dismantling North Sea oil and gas platforms is forecast to reach £19bn over the next 30 years.,"Tue, 05 Oct 2010 07:17:52 GMT",North Sea,New York,Suffolk,40.933,-72.4047
1491,Rival North Sea oil visions set out,http://www.bbc.co.uk/news/uk-scotland-scotland-politics-26314009#sa-ns_mchannel=rssns_source=PublicRSS20-sa,The Scottish and UK governments set out competing visions for the future of North Sea oil and gas.,"Mon, 24 Feb 2014 20:16:42 GMT",North Sea,New York,Suffolk,40.933,-72.4047
1492,How ancient collision shaped New York skyline,http://www.bbc.co.uk/news/science-environment-22798563#sa-ns_mchannel=rssns_source=PublicRSS20-sa,How the collision of ancient landmasses framed the New York of modern times,"Fri, 07 Jun 2013 01:26:25 GMT",New York,New York,Queens,40.6943,-73.9249
1493,New York 'at risk' as seas rise,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-13011073,"New York is set to be a major loser as a result of future sea level rise, according to a new forecast model.","Fri, 08 Apr 2011 12:00:28 GMT",New York,New York,Queens,40.6943,-73.9249
1494,VIDEO: Get up close to shuttle Enterprise,http://www.bbc.co.uk/news/science-environment-18899910#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Nasa's shuttle Enterprise has moved to a new home in New York, after the shuttle programme ended last year.","Thu, 19 Jul 2012 12:53:27 GMT",New York,New York,Queens,40.6943,-73.9249
1495,VIDEO: 'Bio-hackers' create New York lab,http://www.bbc.co.uk/go/rss/int/news/-/news/world-us-canada-17033379,A group of scientists have created the first community-run biology laboratory in New York City in an effort to promote creativity in science.,"Wed, 15 Feb 2012 03:26:00 GMT",New York,New York,Queens,40.6943,-73.9249
1496,Lab rodents drowned in NY floods,http://www.bbc.co.uk/news/science-environment-20172256#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Thousands of lab rodents have drowned after storm Sandy caused flooding at a university centre in New York.,"Thu, 01 Nov 2012 15:43:51 GMT",New York,New York,Queens,40.6943,-73.9249
1497,VIDEO: Shuttle cruises through New York,http://www.bbc.co.uk/news/world-us-canada-18345471#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"The space shuttle Enterprise is making the final leg of its journey to its new Manhattan home at the Intrepid Sea, Air  Space Museum.","Wed, 06 Jun 2012 16:37:45 GMT",New York,New York,Queens,40.6943,-73.9249
1498,DNA pioneer's Nobel Prize auctioned,http://www.bbc.co.uk/news/world-us-canada-22113464#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"The Nobel Prize won by British scientist Francis Crick for his discovery of DNA - the ""secret of life"" - sells for $2.27m at a New York auction.","Thu, 11 Apr 2013 17:54:10 GMT",New York,New York,Queens,40.6943,-73.9249
1499,VIDEO: 'Duelling dinosaurs' for auction,http://www.bbc.co.uk/news/world-us-canada-24956846#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Two dinosaurs thought to have been locked in combat when they died are to be auctioned in New York next week.,"Fri, 15 Nov 2013 11:33:09 GMT",New York,New York,Queens,40.6943,-73.9249
1500,New frog species spotted in NYC,http://www.bbc.co.uk/go/rss/int/news/-/news/world-us-canada-17367664,"Scientists say they have spotted a new species of frog living in heavily-populated urban areas of New York in what they call an ""amazing"" find.","Wed, 14 Mar 2012 15:41:46 GMT",New York,New York,Queens,40.6943,-73.9249
1501,New York's real-world 'Sim City',http://www.bbc.co.uk/news/technology-19753721#sa-ns_mchannel=rssns_source=PublicRSS20-sa,A computer game is being used to plan changes to New York,"Tue, 02 Oct 2012 06:30:19 GMT",New York,New York,Queens,40.6943,-73.9249
1502,Sandy: New York devastation mapped,http://www.bbc.co.uk/news/world-us-canada-20131303#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Maps and images showing the damage caused by Hurricane Sandy,"Tue, 30 Oct 2012 18:32:04 GMT",New York,New York,Queens,40.6943,-73.9249
1503,Bronx Zoo's missing cobra found,http://www.bbc.co.uk/go/rss/int/news/-/news/world-us-canada-12929499,A venomous cobra that went missing from the Bronx Zoo in New York is found after six days.,"Thu, 31 Mar 2011 21:05:26 GMT",New York,New York,Queens,40.6943,-73.9249
1504,'Lights out' help migratory birds,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-11141196,A growing number of New York sky-scrapers switch off their lights at night to help reduce the number of migratory birds hitting the buildings.,"Thu, 02 Sep 2010 17:52:21 GMT",New York,New York,Queens,40.6943,-73.9249
1505,VIDEO: Film features plight of African park,http://www.bbc.co.uk/news/entertainment-arts-27135382#sa-ns_mchannel=rssns_source=PublicRSS20-sa,The lethal realities of life in Virunga National Park are the subject of a British documentary which has just had its world premiere at the Tribeca Film Festival in New York.,"Thu, 24 Apr 2014 10:22:06 GMT",New York,New York,Queens,40.6943,-73.9249
1506,VIDEO: Space memorabilia to be auctioned,http://www.bbc.co.uk/news/science-environment-21908380#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"A collection of rare space memorabilia, including valuable notes from the Apollo 11 and Apollo 13 missions to the moon, is to go on sale in New York.","Sat, 23 Mar 2013 03:38:07 GMT",New York,New York,Queens,40.6943,-73.9249
1507,VIDEO: Fish farming in a high-rise world,http://www.bbc.co.uk/news/world-us-canada-17861710#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Aquaponics pioneer brings tilapia to New York,"Sun, 29 Apr 2012 23:05:27 GMT",New York,New York,Queens,40.6943,-73.9249
1508,Cancer 'not just down to bad luck',http://www.bbc.co.uk/news/health-35111449#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Cancer is overwhelmingly a result of environmental factors and not largely down to bad luck, a study by doctors in New York suggests.","Thu, 17 Dec 2015 09:23:44 GMT",New York,New York,Queens,40.6943,-73.9249
1509,VIDEO: Global push to tackle climate change,http://www.bbc.co.uk/news/science-environment-29322308#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Leaders from 120 countries will meet in New York on Monday for a climate change summit called by the UN secretary General Ban Ki Moon.,"Tue, 23 Sep 2014 08:19:10 GMT",New York,New York,Queens,40.6943,-73.9249
1510,VIDEO: Global climate marches demand action,http://www.bbc.co.uk/news/world-us-canada-29303384#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Worldwide demonstrations ahead of a UN meeting in New York on how to reduce global carbon emissions attract hundreds of thousands of people, organisers say.","Sun, 21 Sep 2014 23:30:17 GMT",New York,New York,Queens,40.6943,-73.9249
1511,Solar Impulse flies over night-time New York,http://www.bbc.co.uk/news/science-environment-36505748,"A plane powered only by the sun travels to New York City for a photoshoot at the Statue of Liberty, ahead of crossing the Atlantic Ocean.","Sat, 11 Jun 2016 08:05:50 GMT",New York,New York,Queens,40.6943,-73.9249
